AMA INA,Basin,Subbasin,YEAR,Owner or BMP Operator,Right Number,Right Type,Well Id,CADASTRAL,AF Pumped,Movement Type,Water Type,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LONG_DEGREES,LONG_MINUTES,LONG_SECONDS,PROGRAM
PHOENIX AMA,,,2023,CITY OF PHOENIX,56-002030.0000,LARGE MUNICIPAL PROVIDER,501643,A-03-04 03BAA,132.0,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,COUNTRY CLUB OF GREEN VALLEY INC.,58-101735.0001,TYPE 2 NON-IRRIGATION GFR,501760,D-18-13 02DCA,30.0,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PHOENIX AMA,,,2023,CITY OF GOODYEAR,74-564545.0014,RECOVERY WELL PERMITS,501892,B-01-01 17AAA,618.01,RECOVERED,CAP WATER RECOVERED,33.0,26.0,3.6,112.0,22.0,3.6,74.0
PINAL AMA,PINAL AMA,ELOY,2023,CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT,57-001101.0000,IRRIGATION DISTRICT (SW & GW),502060,D-09-07 27ADA,694.39,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
PINAL AMA,PINAL AMA,ELOY,2023,DU-BROOK INVESTMENTS,58-150105.0002,TYPE 1 GFR,502062,D-06-07 24CDD,10.0,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,CITY OF TUCSON/TUCSON WATER,74-560621.0008,RECOVERY WELL PERMITS,502180,D-14-15 14DAD,176.31,RECOVERED,CAP WATER RECOVERED,,,3.6,,,3.6,74.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,CITY OF TUCSON/TUCSON WATER,56-000001.0000,LARGE MUNICIPAL PROVIDER,502181,D-16-15 23CCC,0.27,WITHDRAWAL,GROUNDWATER,32.0,1.0,3.6,110.0,47.0,3.6,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,POCKETKNIFE WATER CO OP,91-000896.0000,SMALL COMMUNITY WATER SYSTEM,502188,D-15-16 34BBB,4.9,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,91.0
PHOENIX AMA,,,2023,CITY OF SURPRISE,56-002344.0000,LARGE MUNICIPAL PROVIDER MNPCCP,502350,B-03-01 08ABB,1220.56,WITHDRAWAL,GROUNDWATER,33.0,37.0,3.6,112.0,23.0,3.6,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,THE CLUB AT LA MARIPOSA L.C.,58-109720.0002,TYPE 1 GFR,502533,D-14-15 02ACC,25.0,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
PINAL AMA,PINAL AMA,ELOY,2023,CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT,57-001101.0000,IRRIGATION DISTRICT (SW & GW),502571,D-09-07 36DDD,1063.72,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
PHOENIX AMA,,,2023,SALT RIVER PROJECT,57-002520.0000,IRRIGATION DISTRICT (SW & GW),502752,A-03-02 17BCC,57.13,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
PINAL AMA,PINAL AMA,MARICOPA-STANFIELD,2023,MARICOPA STANFIELD IRRIGATION,57-001103.0000,IRRIGATION DISTRICT (SW & GW),502756,D-05-04 34DDC,1150.48,WITHDRAWAL,GROUNDWATER,,,,,,,57.0
PINAL AMA,,,2023,MARICOPA STANFIELD IRRIGATION,57-001103.0000,IRRIGATION DISTRICT (SW & GW),502757,D-05-04 35DCC,1355.43,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
PINAL AMA,,,2023,MARICOPA STANFIELD IRRIGATION,57-001103.0000,IRRIGATION DISTRICT (SW & GW),502819,D-05-03 18BCC,1177.22,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
NOT WITHIN ANY AMA OR INA,LITTLE COLORADO RIVER PLATEAU,LITTLE COLORADO RIVER PLATEAU,2023,SKY-HI DOMESTIC IMP DIST,91-000382.0000,SMALL COMMUNITY WATER SYSTEM,502972,A-10-23 22BDD,5.42,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,AZ STATE PARKS/CATALINA STATE PARKS,59-234260.0000,GENERAL INDUSTRIAL USE WITHDRAWAL PERM,503021,D-11-14 33CBB,6.974,WITHDRAWAL,GROUNDWATER,32.0,25.0,3.6,110.0,55.0,3.6,59.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,"CROSSROADS PARK, LLC",56-000200.0000,SMALL MUNICIPAL PROVIDER,503251,D-14-14 02BBA,23.12,WITHDRAWAL,GROUNDWATER,32.0,14.0,59.8,110.0,53.0,21.0,56.0
PHOENIX AMA,,,2023,VALLEY UTILITIES WATER COMPANY,56-002047.0000,LARGE MUNICIPAL PROVIDER MNPCCP,503273,B-02-01 11DCD,341.23,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,CORTARO-MARANA IRRIGATION DIST,57-000035.0000,IRRIGATION DISTRICT (SW & GW),503290,D-11-10 13AAA,596.43,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,THE CLUB AT LA MARIPOSA L.C.,58-160077.0002,TYPE 1 GFR,503670,D-14-15 02DBD,4.0,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
PHOENIX AMA,,,2023,NATIONAL MEMORIAL CEMETERY,59-503959.0001,GENERAL INDUSTRIAL USE WITHDRAWAL PERM,503959,A-04-03 13BAA,25.136,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,59.0
NOT WITHIN ANY AMA OR INA,LITTLE COLORADO RIVER PLATEAU,LITTLE COLORADO RIVER PLATEAU,2023,SOUTHWESTERN UTILITY MGMT INC,91-000017.0000,SMALL COMMUNITY WATER SYSTEM,504124,A-10-25 17DDB,10.59,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
NOT WITHIN ANY AMA OR INA,UPPER HASSAYAMPA,UPPER HASSAYAMPA,2023,"WICKENBURG, TOWN OF",91-000198.0000,LARGE COMMUNITY WATER SYSTEM,504170,B-07-05 01DBC,71.0,WITHDRAWAL,GROUNDWATER,33.0,58.0,30.0,112.0,43.0,36.1,91.0
PRESCOTT AMA,PRESCOTT AMA,LITTLE CHINO,2023,ACME WATER COMPANY,56-003006.0000,SMALL MUNICIPAL PROVIDER,504297,B-16-02 34DBA,6.0,WITHDRAWAL,GROUNDWATER,,,,,,,56.0
NOT WITHIN ANY AMA OR INA,LITTLE COLORADO RIVER PLATEAU,LITTLE COLORADO RIVER PLATEAU,2023,SOUTHWESTERN UTILITY MGMT INC,91-000017.0000,SMALL COMMUNITY WATER SYSTEM,504318,A-10-25 17CCB,3.54,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,RILLITO WATER USERS INC,56-000182.0000,SMALL MUNICIPAL PROVIDER,504409,D-12-12 06DBD,12.7,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,HALCYON ACRES NO. 2,56-000099.0000,SMALL MUNICIPAL PROVIDER,504418,D-14-15 15DCD,27.83,WITHDRAWAL,GROUNDWATER,32.0,12.0,3.6,110.0,47.0,3.6,56.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,TWIN PEAKS LAND & CATTLE CO LLC,58-104743.0004,IRRIGATION USE,504485,D-12-11 20AAA,1549.5,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PINAL AMA,PINAL AMA,ELOY,2023,CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT,57-001101.0000,IRRIGATION DISTRICT (SW & GW),504542,D-09-07 12DDD,103.82,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,57.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,VAIL UNIFIED SCHOOL DISTRICT,58-102487.0000,TYPE 2 NON-IRRIGATION GFR,504558,D-16-16 09DCD,29.04,WITHDRAWAL,GROUNDWATER,32.0,2.0,3.6,110.0,42.0,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,VAIL SCHOOL DISTRICT,58-113597.0008,TYPE 2 NON-IRRIGATION GFR,504558,D-16-16 09DCD,6.0,WITHDRAWAL,GROUNDWATER,32.0,2.0,3.6,110.0,42.0,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,VAIL SCHOOL DISTRICT,58-112930.0008,TYPE 2 NON-IRRIGATION GFR,504558,D-16-16 09DCD,8.0,WITHDRAWAL,GROUNDWATER,32.0,2.0,3.6,110.0,42.0,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,VAIL SCHOOL DISTRICT,58-117030.0008,TYPE 2 NON-IRRIGATION GFR,504558,D-16-16 09DCD,10.0,WITHDRAWAL,GROUNDWATER,32.0,2.0,3.6,110.0,42.0,3.6,58.0
PRESCOTT AMA,,,2023,TOWN OF CHINO VALLEY,58-101753.0008,TYPE 1 GFR,504619,B-16-02 16AAA,4.485,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PRESCOTT AMA,,,2023,TOWN OF CHINO VALLEY,58-120028.0001,TYPE 2 NON-IRRIGATION GFR,504619,B-16-02 16AAA,4.485,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PRESCOTT AMA,,,2023,TOWN OF CHINO VALLEY,58-108364.0002,TYPE 2 NON-IRRIGATION GFR,504619,B-16-02 16AAA,4.485,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PRESCOTT AMA,,,2023,TOWN OF CHINO VALLEY,58-111958.0001,TYPE 2 NON-IRRIGATION GFR,504619,B-16-02 16AAA,4.485,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,CITY OF TUCSON/TUCSON WATER,74-560621.0008,RECOVERY WELL PERMITS,504655,D-11-14 04BBC,71.78,RECOVERED,CAP WATER RECOVERED,,,3.6,,,3.6,74.0
NOT WITHIN ANY AMA OR INA,LITTLE COLORADO RIVER PLATEAU,LITTLE COLORADO RIVER PLATEAU,2023,,91-000018.0000,SMALL COMMUNITY WATER SYSTEM,504679,A-10-24 22BBD,21.8,WITHDRAWAL,GROUNDWATER,,,,,,,91.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,"TNR&S ACQUISITIONS, INC",58-102307.0002,TYPE 2 NON-IRRIGATION GFR,504756,D-12-13 28ADB,240.036,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,58.0
PHOENIX AMA,,,2023,CITY OF PHOENIX,56-002030.0000,LARGE MUNICIPAL PROVIDER,504791,A-04-04 33CBA,175.43,WITHDRAWAL,GROUNDWATER,33.0,38.0,3.6,111.0,57.0,3.6,56.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,THIM UTILITY,56-000209.0000,SMALL MUNICIPAL PROVIDER,504859,D-15-10 34CAD,13.7,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,THIM WATER CORP.,56-000210.0000,SMALL MUNICIPAL PROVIDER,504860,D-16-10 04DAA,3.59,WITHDRAWAL,GROUNDWATER,32.0,3.0,3.6,111.0,19.0,3.6,56.0
TUCSON AMA,TUCSON AMA,AVRA VALLEY,2023,THIM WATER CORP.,56-000210.0000,SMALL MUNICIPAL PROVIDER,504861,D-16-10 09DAC,35.73,WITHDRAWAL,GROUNDWATER,,,3.6,,,3.6,56.0
TUCSON AMA,TUCSON AMA,UPPER SANTA CRUZ,2023,FREEPORT-MCMORAN SIERRITA INC,58-105307.0011,TYPE 2 MINERAL EXTRACT GFR,504946,D-17-13 27DCC,94.0,WITHDRAWAL,GROUNDWATER,,,,,,,58.0
SANTA CRUZ AMA,SANTA CRUZ AMA,SANTA CRUZ AMA,2023,EPCOR - TUBAC,56-000042.0000,LARGE MUNICIPAL PROVIDER MNPCCP,505043,D-21-13 07CAA,72.96,WITHDRAWAL,GROUNDWATER,31.0,36.0,3.6,111.0,3.0,3.6,56.0
PHOENIX AMA,,,2023,WESTBROOK VILLAGE GOLF CLUB,58-107791.0007,TYPE 2 NON-IRRIGATION GFR,505171,A-04-01 28CAA,144.0,WITHDRAWAL,GROUNDWATER,33.0,40.0,3.6,112.0,15.0,3.6,58.0
PHOENIX AMA,,,2023,WESTBROOK VILLAGE GOLF CLUB,58-102959.0003,TYPE 1 GFR,505171,A-04-01 28CAA,4.296,WITHDRAWAL,GROUNDWATER,33.0,40.0,3.6,112.0,15.0,3.6,58.0
