"AMA INA","Basin","Subbasin","YEAR","Owner or BMP Operator","Right Number","Right Type","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2024","PAUL & PAULA WHITE","60-203212.0006","IRRIGATION USE","086643","D-18-26 28ACD","99","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","PINAL AMA","ELOY","2024","MARATHON FARMING CO.","88-000089.0000","BEST MANAGEMENT PRACTICES FARM UNIT","086727","D-06-07 19BDD","498","WITHDRAWAL","GROUNDWATER","","","","","","","88"
"NOT WITHIN ANY AMA OR INA","TONTO CREEK","TONTO CREEK","2024","PAYSON WATER CO","91-000148.0000","SMALL COMMUNITY WATER SYSTEM","086809","A-08-10 05CDB","11.081","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","PINAL AMA","ELOY","2024","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086830","D-07-06 34DCC","848.1","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2024","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","086835","D-08-08 12DAD","726.38","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","ARIZONA DEPT. OF CORRECTIONS - TUCSON","56-000362.0000","LARGE MUNICIPAL PROVIDER MNPCCP","086902","D-16-14 01DAD","263.49","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2024","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","086952","D-05-03 21DDC","413.23","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2024","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087003","D-09-07 11DAD","308.71","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2024","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087194","D-08-06 26DDA","734.54","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2024","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087212","D-06-04 16DDD","1499.44","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","ELOY","2024","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","087213","D-09-08 36ADD","1015.33","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2024","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","087270","D-06-04 18DBB","309.01","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","ORO VALLEY OWNER, LLC A DELAWARE LIMITED LIABILITY COMPANY","58-101530.0004","TYPE 2 NON-IRRIGATION GFR","087589","D-12-13 13BCA","439.77","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","087614","A-04-04 33CCC","90.85","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2024","PIMA COUNTY WWMD INA ROAD","58-109394.0001","TYPE 2 NON-IRRIGATION GFR","087618","D-12-11 02BAA","0.527","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","LITTLE COLORADO RIVER PLATEAU","LITTLE COLORADO RIVER PLATEAU","2024","","91-000018.0000","SMALL COMMUNITY WATER SYSTEM","087623","A-10-24 09DDC","13.74","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","087697","A-05-03 04CDC","18.63","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"NOT WITHIN ANY AMA OR INA","AGUA FRIA","AGUA FRIA","2024","COSANTI FOUNDATION","91-000692.0000","SMALL COMMUNITY WATER SYSTEM","087770","A-11-02 12DDB","9.733","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","VAIL WATER COMPANY","74-583016.0004","RECOVERY WELL PERMITS","087814","D-16-16 08AAB","21.07","RECOVERED","IN-LIEU WATER  (CAP)","32","3","44.9","110","43","36.1","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","VAIL WATER COMPANY","74-583016.0004","RECOVERY WELL PERMITS","087816","D-16-16 10BCB","76.35","RECOVERED","IN-LIEU WATER  (CAP)","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","VAIL WATER COMPANY","74-583016.0004","RECOVERY WELL PERMITS","087817","D-16-16 10DCB","2.34","RECOVERED","IN-LIEU WATER  (CAP)","32","3","2.3","110","41","46.6","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","CITY OF TUCSON/TUCSON WATER","74-560621.0009","RECOVERY WELL PERMITS","200032","D-12-13 31AAB","220.63","RECOVERED","CAP WATER RECOVERED","32","21","2","111","3","0","74"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2024","RIVERVIEW, LLP DBA CORONADO FARMS, LLP","60-203576.0003","IRRIGATION USE","200257","D-19-26 17DCC","340.54","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2024","RIVERVIEW, LLP DBA CORONADO FARMS, LLP","60-203352.0004","IRRIGATION USE","200257","D-19-26 17DCC","122.27","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2024","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","200402","D-23-21 08CBB","13.493","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","PIMA COUNTY PARKS & RECREATION","58-100381.0006","TYPE 2 NON-IRRIGATION GFR","200410","D-13-16 20CDC","29.214","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","200558","B-04-01 32AAA","1088.66","WITHDRAWAL","GROUNDWATER","33","39","10","112","22","41","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","TOWN OF GILBERT","74-586724.0014","RECOVERY WELL PERMITS","200559","D-02-06 14AAA","424.64","RECOVERED","EFFLUENT RECOVERED INSIDE AOI","33","15","43.2","111","42","13","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF AVONDALE","74-553424.0014","RECOVERY WELL PERMITS","200566","B-01-01 02ACA","1838.06","RECOVERED","SALT/VERDE  WATER RECOVERED","33","27","41","112","19","41","74"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2024","CROSS CREEK RANCH COMMUNITY ASSOCIATION","91-000889.0000","SMALL COMMUNITY WATER SYSTEM","200896","A-17-05 33ACB","26.8","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","THE PECANS OF QUEEN CREEK LLC","58-112445.0005","TYPE 2 NON-IRRIGATION GFR","201054","D-02-07 28ADD","230.5","WITHDRAWAL","GROUNDWATER","33","13","37.6","111","38","5.6","58"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","GLOBAL WATER RESOURCES","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201058","D-17-14 28BCB","55.96","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","56"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2024","EAGLE FAMILY VENTURES LLC","58-100846.0001","IRRIGATION USE","201108","B-06-04 10ACB","0.264","WITHDRAWAL","GROUNDWATER","33","52","43.4","112","39","41.4","58"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2024","COTTONWOOD, CITY OF","91-000659.0000","LARGE COMMUNITY WATER SYSTEM","201188","A-15-03 15DCD","84.4","WITHDRAWAL","GROUNDWATER","34","41","32","112","0","52","91"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2024","WOODSET PARTNERS INVESTMENTS, LLC, MOORE ROAD PECANS, LLC, AND BASILA FAMILY TRUST & PAUL BASILA","60-203477.0011","IRRIGATION USE","201394","D-19-26 19DBC","307","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"DOUGLAS INA","DOUGLAS INA","DOUGLAS","2024","WOODSET PARTNERS INVESTMENTS, LLC, MOORE ROAD PECANS, LLC, AND BASILA FAMILY TRUST & PAUL BASILA","60-203320.0002","IRRIGATION USE","201394","D-19-26 19DBC","307","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","TOWN OF ORO VALLEY WATER UTILITY","74-570180.0007","RECOVERY WELL PERMITS","201425","D-12-14 05BAC","321.71","RECOVERED","IN-LIEU WATER  (CAP)","32","25","15","110","56","24","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","ARIZONA WATER CO- WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201426","B-01-02 09BAC","411.1","WITHDRAWAL","GROUNDWATER","33","26","52.2","112","28","18.5","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","201426","B-01-02 09BAC","34.52","RECOVERED","CAP WATER RECOVERED","33","26","52.2","112","28","18.5","74"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2024","CITY OF BUCKEYE","74-218764.0005","RECOVERY WELL PERMITS","201427","B-04-04 23DAB","722.64","RECOVERED","IN-LIEU WATER  (CAP)","33","40","24.4","112","37","48.4","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","EPCOR - SAN TAN","56-002346.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201429","D-03-07 12ABB","190.77","WITHDRAWAL","GROUNDWATER","33","11","26.7","111","35","26.2","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","EPCOR WATER ARIZONA INC. (SAN TAN-PHOENIX)","74-216385.0002","RECOVERY WELL PERMITS","201429","D-03-07 12ABB","75.41","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","11","26.7","111","35","26.2","74"
"PHOENIX AMA","PHOENIX AMA","HASSAYAMPA","2024","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201725","B-02-04 30ADB","80.64","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","ARCADIA WATER COMPANY","57-002501.0000","IRRIGATION DISTRICT (SW & GW)","201729","A-02-04 22DAA","283.5","WITHDRAWAL","GROUNDWATER","33","30","2","111","55","40","57"
"PHOENIX AMA","","","2024","CITY OF AVONDALE","74-553424.0014","RECOVERY WELL PERMITS","201730","A-02-01 30DDA","1689.37","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","3.6","112","17","3.6","74"
"PHOENIX AMA","","","2024","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","201730","A-02-01 30DDA","1682.61","WITHDRAWAL","GROUNDWATER","33","28","3.6","112","17","3.6","57"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","CITY OF CHANDLER","74-548263.0008","RECOVERY WELL PERMITS","201735","D-02-06 31ADA","28.96","RECOVERED","SALT/VERDE  WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","CITY OF CHANDLER","74-548263.0008","RECOVERY WELL PERMITS","201735","D-02-06 31ADA","513.25","RECOVERED","CAP WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2024","SIEBE HAMSTRA","88-000220.0000","BEST MANAGEMENT PRACTICES FARM UNIT","201736","D-06-04 15DDD","3461.126","WITHDRAWAL","GROUNDWATER","32","53","39","111","55","6","88"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","UNIVERSITY OF ARIZONA BOARD OF REGENTS","56-000268.0000","LARGE MUNICIPAL PROVIDER MNPCCP","201737","D-14-14 07ADB","77.45","WITHDRAWAL","GROUNDWATER","32","13","51","110","56","47","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","201740","B-01-03 28AAB","348.59","WITHDRAWAL","GROUNDWATER","33","24","22.4","112","33","31.7","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202092","B-03-02 02BDA","305.44","WITHDRAWAL","GROUNDWATER","33","38","1","112","26","10.9","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202096","B-04-02 25ACB","778.85","WITHDRAWAL","GROUNDWATER","33","39","50","112","24","59","56"
"PRESCOTT AMA","PRESCOTT AMA","UPPER AGUA FRIA","2024","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202098","A-14-01 35BCB","72.94","WITHDRAWAL","GROUNDWATER","34","33","7.8","112","14","10.6","56"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202099","A-02-04 11AAD","10.45","WITHDRAWAL","GROUNDWATER","33","32","3.6","111","54","3.6","57"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2024","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","202370","A-16-03 20CCC","233.776","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2024","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202384","B-15-01 33DDA","281.47","WITHDRAWAL","GROUNDWATER","34","37","53.7","112","21","32.3","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2024","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202388","B-15-01 27CBB","435.7","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2024","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202390","B-15-01 27BBB","408.92","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","PRESCOTT AMA","LITTLE CHINO","2024","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202392","B-15-01 35BCB","165.41","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","DESERT SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT","56-000388.0000","SMALL MUNICIPAL PROVIDER","202397","D-10-14 12CCC","13.18","WITHDRAWAL","GROUNDWATER","32","34","16","110","51","41","56"
"PHOENIX AMA","","","2024","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","202398","A-02-04 30ACC","0.17","WITHDRAWAL","GROUNDWATER","33","29","3.6","111","59","3.6","57"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF BUCKEYE","56-002006.0001","LARGE MUNICIPAL PROVIDER MNPCCP","202399","B-01-03 28DDA","591.69","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2024","CACTUS WASTE SYSTEMS LLC","59-202401.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","202402","D-07-10 33BDA","29.213","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF AVONDALE","74-553424.0014","RECOVERY WELL PERMITS","202404","B-02-01 36DBB","784.97","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","BEARDSLEY WATER COMPANY","56-002159.0000","LARGE MUNICIPAL PROVIDER MNPCCP","202408","B-05-03 29AAD","104.49","WITHDRAWAL","GROUNDWATER","33","45","65","112","35","40.2","56"
"SANTA CRUZ AMA","SANTA CRUZ AMA","SANTA CRUZ AMA","2024","CALPORTLAND COMPANY","59-226114.0000","MINERAL EXTRACTION","202410","D-22-13 33ACD","96.349","WITHDRAWAL","GROUNDWATER","31","28","18.7","111","0","56.1","59"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2024","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","202755","A-20-06 24BBB","146.25","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","CITY OF TUCSON/TUCSON WATER","74-560621.0009","RECOVERY WELL PERMITS","202883","D-16-15 23DDD","123.75","RECOVERED","CAP WATER RECOVERED","32","1","12","110","46","34","74"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","CITY OF CHANDLER","74-548263.0008","RECOVERY WELL PERMITS","202884","D-02-06 29DCB","878.49","RECOVERED","EFFLUENT RECOVERED INSIDE AOI","33","13","22.1","111","45","44.7","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","ERNEST M. LINSENMEYER","58-113079.0021","IRRIGATION USE","202889","B-01-02 20CDD","629.03","WITHDRAWAL","GROUNDWATER","33","24","26","112","29","16","58"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2024","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","202892","D-14-11 06ABD","1528.75","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"TUCSON AMA","TUCSON AMA","UPPER SANTA CRUZ","2024","GRAE VERLIN","56-000323.0000","SMALL MUNICIPAL PROVIDER","202898","D-14-15 35ADD","29","WITHDRAWAL","GROUNDWATER","32","10","24.1","110","46","41.7","56"
"PINAL AMA","PINAL AMA","MARICOPA-STANFIELD","2024","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","203197","D-04-04 17CAA","6.697","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","ARIZONA WATER CO- WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","203266","B-01-02 08ACC","198.19","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0002","RECOVERY WELL PERMITS","203266","B-01-02 08ACC","34.52","RECOVERED","CAP WATER RECOVERED","32","26","38.9","112","29","15","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF PEORIA","74-237446.0000","RECOVERY WELL PERMITS","203268","B-05-01 35DAD","100.64","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF PEORIA","56-002029.0001","LARGE MUNICIPAL PROVIDER MNPCCP","203268","B-05-01 35DAD","23.74","WITHDRAWAL","GROUNDWATER","33","43","52","112","19","33","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF PEORIA","56-002029.0001","LARGE MUNICIPAL PROVIDER MNPCCP","203269","B-04-01 02ABB","14.8","WITHDRAWAL","GROUNDWATER","33","43","29.1","112","19","54.8","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","CITY OF PEORIA","74-237446.0000","RECOVERY WELL PERMITS","203269","B-04-01 02ABB","51.46","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"TUCSON AMA","TUCSON AMA","AVRA VALLEY","2024","TOWN OF MARANA","74-211278.0002","RECOVERY WELL PERMITS","203658","D-11-11 22BBB","673.58","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2024","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","203881","D-23-21 20ADB","48.282","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","TOWN OF GILBERT","74-586724.0014","RECOVERY WELL PERMITS","203923","D-02-06 01DAA","302.07","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","16","59","111","41","12.1","74"
"NOT WITHIN ANY AMA OR INA","UPPER SAN PEDRO","SIERRA VISTA","2024","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","204088","D-23-21 34BAA","73.122","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","PARKER","LA POSA PLAINS","2024","QUARTZSITE, TOWN OF","91-000754.0000","LARGE COMMUNITY WATER SYSTEM","204271","B-04-19 20DDA","463","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","VERDE RIVER","VERDE VALLEY","2024","ARIZONA WATER CO-BISBEE","91-000083.0000","LARGE COMMUNITY WATER SYSTEM","204279","A-17-05 11CAC","439.15","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","PHOENIX AMA","EAST SALT RIVER VALLEY","2024","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","204412","D-02-05 24ABB","567.96","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","PHOENIX AMA","WEST SALT RIVER VALLEY","2024","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","204414","B-03-02 01DBD","285.16","WITHDRAWAL","GROUNDWATER","33","37","40.5","112","24","50.4","56"
